Price,Location,Area,Amenities,BHK
₹15.0 Cr,"Mumbai, Worli Sea Face, Mumbai - South Mumbai, Maharashtra",2320sqft,,4 BHK
₹86.0 Lac,"614614 Shanti garden near new mahada Mira Rd East 401107, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",657sqft,,2 BHK
₹88.1 Lac,"Madh, Versova Island, Andheri West, Madh, Mumbai - Western Mumbai, Maharashtra",349sqft,,1 BHK
₹4.75 Cr,"oshiwara, Andheri West, Mumbai - Western Mumbai, Maharashtra",1116sqft,,3 BHK
₹7.50 Cr,"Godavari building Sir Pochkhanawala Rd, Worli, Mumbai.",1150sqft,,3 BHK
₹1.05 Cr,"Powai, Mumbai - Central Mumbai, Maharashtra",361sqft,,1 BHK
₹4.25 Cr,"Byculla, Mumbai, Byculla West, Mumbai, Maharashtra",883sqft,,2 BHK
₹9.46 Cr,"Gokhale Rd S, Prabhadevi, Mumbai, Maharashtra, Prabhadevi, Mumbai - South Mumbai, Maharashtra",1350sqft,,3 BHK
₹1.50 Cr,"Tridhaatu Prarambh Opp Dukes Factory Chembur East Mumbai Maharashtra 400071, Chembur, Mumbai - Harbour Line, Maharashtra",499sqft,,1 BHK
₹6.25 Cr,"Dadar West, Mumbai - South Mumbai, Maharashtra",1701sqft,,3 BHK
₹2.44 Cr,"Bhandup West, Mumbai, Bhandup West, Mumbai - Central Mumbai, Maharashtra",900sqft,,3 BHK
₹8.0 Cr,"Borivali East, Mumbai, Datta Pada, Mumbai - North Mumbai, Maharashtra",2300sqft,,6 BHK
₹2.50 Cr,"Daulat Nagar, Mumbai - North Mumbai, Maharashtra",1280sqft,,3 BHK
₹40.0 Cr,"Walkeshwar Road, Near Raj Bhavan, Walkeshwar, Mahalakshmi, Mumbai - South Mumbai, Maharashtra","15,000sqft",,8 BHK
₹35.0 Cr,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",5700sqft,,5 BHK
₹4.55 Cr,"Near telephone Exchange, 22, Sion Circle, Bharat Mata Nagar, Sion East, Mumbai 400022, Sion East, Mumbai - South Mumbai, Maharashtra",1331sqft,,3 BHK
₹4.80 Cr,"Chembur, Mumbai, Central Avenue Road, Mumbai - Harbour Line, Maharashtra",1500sqft,,4 BHK
₹13.98 Cr,"10th Road Juhu Scheme Near Havelli And Kaife Azmi Park in Juhu, Juhu, Mumbai - Western Mumbai, Maharashtra",2089sqft,,4 BHK
₹24.0 Cr,"Andheri West, Mumbai, Andheri West, Mumbai - Western Mumbai, Maharashtra",5351sqft,,5 BHK
₹11.50 Cr,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",2660sqft,,4 BHK
₹8.25 Cr,"LT Emerald Isle Powai, Powai lake, Mumbai - Central Line, Maharashtra",2200sqft,,4 BHK
₹7.20 Cr,"DN Nagar, Mumbai, D.N. Nagar, Mumbai - Western Mumbai, Maharashtra",1960sqft,,5 BHK
₹1.28 Cr,"1601, 16th floor, Royal Saphire apt Dominic colony lane no 03 Orlem Malad West, Malad West, Mumbai - Western Mumbai, Maharashtra",460sqft,,1 BHK
₹1.38 Cr,"Andheri East, Mumbai, Marol, Mumbai - Western Mumbai, Maharashtra",504sqft,,1 BHK
₹19.0 Cr,"Rustomjee Crown Prabhadevi, Mumbai, Prabhadevi, Mumbai - South Mumbai, Maharashtra",3030sqft,,5 BHK
₹1.70 Cr,"Current location, Moti Nagar, Mumbai - Central Line, Maharashtra",650sqft,,2 BHK
₹1.25 Cr,"Mira Road East, Mumbai, Maharashtra",990sqft,,3 BHK
₹8.50 Cr,"Juhu, Mumbai - Western Mumbai, Maharashtra",1050sqft,,3 BHK
₹15.15 Cr,"Next to Shree Simandhar Swami Jain Temple, Worli, Mumbai - South Mumbai, Maharashtra",2520sqft,,6 BHK
₹1.19 Cr,"Kandivali West, Mumbai, Kandivali, Mumbai - Western Mumbai, Maharashtra",590sqft,,2 BHK
₹3.07 Cr,"Chandivali, Mumbai, Chandivali, Mumbai - Central Mumbai, Maharashtra",987sqft,,3 BHK
₹3.10 Cr,"Andheri West, Mumbai, Andheri West, Mumbai - Western Mumbai, Maharashtra",1400sqft,,4 BHK
₹10.0 Cr,"27th road, Bandra West, Mumbai - Western Mumbai, Maharashtra",1600sqft,,4 BHK
₹65.0 Lac,"Bhandup West, Mumbai - Central Mumbai, Maharashtra",327sqft,,1 BHK
₹1.50 Cr,"Bandra West, Mumbai 400050., Bandra West, Mumbai - Western Mumbai, Maharashtra",400sqft,,1 BHK
₹4.0 Cr,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",2300sqft,,4 BHK
₹2.75 Cr,"Goregaon East, Mumbai, Gokuldham, Mumbai - North Mumbai, Maharashtra",985sqft,,2 BHK
₹15.0 Cr,"Worli, Mumbai - South Mumbai, Maharashtra",3500sqft,,4 BHK
₹1.30 Cr,"premier residency opp Kohinoor city Kurla West, Kurla West, Mumbai - Central Mumbai, Maharashtra",1100sqft,,2 BHK
₹2.93 Cr,"Ghatkopar East, Mumbai, Ghatkopar East, Mumbai - Central Mumbai, Maharashtra",929sqft,,3 BHK
₹11.0 Cr,"Worli., Worli, Mumbai - South Mumbai, Maharashtra",1892sqft,,5 BHK
₹2.75 Cr,"802- SAI Avenue, SAI COMPLEX, NAVGHAR ROAD, MULUND - 400081, Mulund East, Mumbai - Central Mumbai, Maharashtra",1000sqft,,3 BHK
₹12.0 Cr,"hi this is 4 bhk lavish well doneup flat on rent juhu scheme, Juhu, Mumbai - Western Mumbai, Maharashtra",2000sqft,,4 BHK
₹5.50 Cr,"Kandivali East, Mumbai - Western Mumbai, Maharashtra",2420sqft,,4 BHK
₹2.15 Cr,"Plot No. 35811, Bhandup West, Mumbai, Maharshtra, Bhandup West, Mumbai - Central Mumbai, Maharashtra",1090sqft,,3 BHK
₹2.06 Cr,"Charkop sector 6., Mumbai, Maharashtra",832sqft,,3 BHK
₹50.0 Lac,"kalyanshill road, near xperia mall palava, Thane-Kalyan-Dombivli, Mumbai, Maharashtra",630sqft,,2 BHK
₹2.50 Cr,"model town, Andheri West, Mumbai - Western Mumbai, Maharashtra",610sqft,,2 BHK
₹3.70 Cr,"H1202 Rainforest, Bhavani Nagar, Marol, Andheri East, Andheri East, Mumbai - Western Mumbai, Maharashtra, Andheri East, Mumbai - Western Mumbai, Maharashtra",1250sqft,,4 BHK
₹7.0 Cr,"13th Road TPS III, Khar West, Khar West, Mumbai, Khar West, Mumbai - Western Mumbai, Maharashtra",1550sqft,,4 BHK
₹16.75 Cr,"Richmond Apartment Cliff Ave Hiranandani Gardens Powai Mumbai Maharashtra 400076, Hiranandani Gardens, Mumbai - Central Mumbai, Maharashtra",3800sqft,,5 BHK
₹6.50 Cr,"Bandra Kurla Complex, Mumbai, Bandra Kurla Complex, Mumbai - Western Mumbai, Maharashtra",1062sqft,,3 BHK
₹8.75 Cr,"Mahalakshmi, Mumbai - South Mumbai, Maharashtra",1380sqft,,3 BHK
₹1.70 Cr,Municipal Corporation of Greater Mumbai,638sqft,,2 BHK
₹1.08 Cr,"Lokhandwala Twp, Mumbai - Western Mumbai, Maharashtra",525sqft,,1 BHK
₹26.5 Lac,"Opp, Rashmi star city, 5, Sane Guruji Marg, Naigaon East, Sarjamori, Maharashtra 401208, Naigaon East, Mumbai - Mira Road and Beyond, Maharashtra",370sqft,,1 BHK
₹2.60 Cr,"Borivali west., Borivali West, Mumbai - Western Mumbai, Maharashtra",845sqft,,3 BHK
₹1.49 Cr,"604, Crown Jewel Bldng, A1A2, Yogi Hills CHS, Balrajeshwar road, Mulund -W, Mulund West, Mumbai - Central Mumbai, Maharashtra",680sqft,,2 BHK
₹1.59 Cr,"Sales office, Mulund - Goregaon Link Rd, opp. Registration Office, Nahur West, Hira Nagar, Mulund West, Mumbai, Maharashtra 400080, Hira Nagar, Mumbai - Central Line, Maharashtra",650sqft,,2 BHK
₹1.0 Cr,"Vasai West, Mumbai - Mira Road and Beyond, Maharashtra",1170sqft,,4 BHK
₹3.51 Cr,"Malad West, Mumbai, Malad West, Mumbai - Western Mumbai, Maharashtra",1350sqft,,4 BHK
₹60.0 Cr,"Malabar Hill, Mumbai, Nepeansea Road, Mumbai - South Mumbai, Maharashtra",5640sqft,,7 BHK
₹8.50 Cr,"Pali Hill, Bandra West, Mumbai - Western Mumbai, Maharashtra",1350sqft,,3 BHK
₹55.6 Lac,"Kalyan Bhiwandi road, Thane-Kalyan-Dombivli, Mumbai, Maharashtra",670sqft,,2 BHK
₹3.50 Cr,"Baburao Paranjape Marg, Yogi Jayraj Nagar, Vazira Naka, Borivali. (W). Mumbai- 400091., Vazira Naka, Mumbai - North Mumbai, Maharashtra",1400sqft,,3 BHK
₹1.05 Cr,"Shanti nagar sector 2., Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",690sqft,,3 BHK
₹1.90 Cr,"Sagar Apartments, mavghar 1st lane mulund eastMulund East, Mumbai, Maharashtra",960sqft,,3 BHK
₹2.90 Cr,"Bandra East, Mumbai, Bandra East, Mumbai - Western Mumbai, Maharashtra",659sqft,,2 BHK
₹6.50 Cr,"Sanyas Ashram Chowk, Mumbai - Western Mumbai, Maharashtra",1236sqft,,4 BHK
₹65.0 Lac,"B 604, Mangal Kripa Housing Society Ltd, Anand Nagar, Appapada, Near Arambh Project, Malad East, Mumbai 400097, Malad East, Mumbai - Western Mumbai, Maharashtra",560sqft,,1 BHK
₹1.35 Cr,"Kurla East, Mumbai - Central Mumbai, Maharashtra",535sqft,,2 BHK
₹5.50 Cr,"Malad East, Mumbai - Western Mumbai, Maharashtra",220sqmsqft,,4 BHK
₹90.0 Lac,"Yadav Nagar, Mumbai - Western Mumbai, Maharashtra",600sqft,,2 BHK
₹70.0 Lac,"Lokhandwala, Kandivali East, Mumbai - Western Mumbai, Maharashtra",323sqft,,1 BHK
₹65.0 Lac,"Mumbai, Maharashtra",399sqft,,1 BHK
₹3.15 Cr,"Sunteck Avenue 4 in Goregaon West is considered the best location for real estate investment in Mumbai due to its prime location, excellent connectivity, modern amenities, and the reputation of the developer. The area is rapidly developing with several infrastructure projects in progress such as the proposed Mumbai Metro Line 2A and 7, Goregaon-Mulund Link Road, and the Coastal Road. These projects will improve connectivity and livability in the area. The development by Sunteck Realty Ltd offers a range of amenities such as a clubhouse, gym, swimming pool, and landscaped gardens, making it attractive to both renters and buyers. Investing in Sunteck Avenue 4 can provide rental income and long-term appreciation in property value.",1035sqft,,3 BHK
₹85.7 Lac,"Mira Road, Mira Road East, Mumbai, Maharashtra",748sqft,,2 BHK
₹4.60 Cr,"Jogeshwari Vikhroli Link Road, Mumbai - Western Mumbai, Maharashtra",1450sqft,,4 BHK
₹9.55 Cr,"Andheri West, Mumbai, Andheri West, Mumbai - Western Mumbai, Maharashtra",3300sqft,,4 BHK
₹5.0 Cr,"A 3605, Oberoi Enigma, Near Mulund Fire Station, Adjacent to Johnson Johnson. Mulund West, Mumbai., Mulund West, Mumbai - Central Mumbai, Maharashtra",1595sqft,,3 BHK
₹2.49 Cr,"Andheri East, Mumbai, Andheri East, Mumbai - Western Mumbai, Maharashtra",904sqft,,3 BHK
₹2.60 Cr,"Deonar, Mumbai., Deonar, Mumbai - Harbour Line, Maharashtra",750sqft,,2 BHK
₹4.0 Cr,"Chandivali, Mumbai, Chandivali, Mumbai - Central Mumbai, Maharashtra",1150sqft,,4 BHK
₹8.0 Cr,"Powai, Mumbai, Maharashtra, India., Powai lake, Mumbai - Central Line, Maharashtra",2998sqft,,4 BHK
₹4.34 Cr,"Powai, Mumbai - Central Mumbai, Maharashtra",1890sqft,,4 BHK
₹77.0 Lac,"On, Western Express Hwy, Narsi Pada, Kandivali East, Mumbai,",365sqft,,1 BHK
₹2.0 Cr,"Govandi, Govandi, Mumbai - Harbour Line, Maharashtra",692sqft,,2 BHK
₹4.0 Cr,"1104., Mulund East, Mumbai - Central Mumbai, Maharashtra",1294sqft,,3 BHK
₹12.55 Cr,"Pandurang Budhkar Marg, Century Mills, Worli, Mumbai, Maharashtra, Worli, Mumbai - South Mumbai, Maharashtra",1864sqft,,4 BHK
₹8.0 Cr,"Byculla, Byculla, Mumbai - South Mumbai, Maharashtra",3000sqft,,4 BHK
₹3.65 Cr,"Flat No.xxx, Kalpataru Radiance, Siddarth Nagar, Goregaon West, Mumbai, Goregaon West, Mumbai - Western Mumbai, Maharashtra",881sqft,,2 BHK
₹18.0 Cr,"Bandra West, Mumbai, Bandra Reclamation, Mumbai - Western Mumbai, Maharashtra",5000sqft,,4 BHK
₹2.40 Cr,"Kanjurmarg West, Mumbai, Pratap Nagar, Mumbai - Central Line, Maharashtra",983sqft,,3 BHK
₹6.51 Cr,"Kandivali West, Mumbai, Mahatama Gandhi Road Amrut Nagar, Mumbai - North Mumbai, Maharashtra",1855sqft,,4 BHK
₹1.58 Cr,"Avant Heritage, Goregaon East, Jogeshwari East, Mumbai - Western Mumbai, Maharashtra",590sqft,,2 BHK
₹92.0 Lac,"Borivali East, Mumbai - Western Mumbai, Maharashtra",400sqft,,1 BHK
₹27.90 Cr,"Prabhadevi, Mumbai., Prabhadevi, Mumbai - South Mumbai, Maharashtra",3131sqft,,5 BHK
₹1.48 Cr,"Kandivali East, Mumbai, Thakur Complex, Mumbai - North Mumbai, Maharashtra",615sqft,,2 BHK
₹19.0 Cr,"andheri west Lokhandwala, Andheri West, Mumbai - Western Mumbai, Maharashtra",4800sqft,,5 BHK
₹30.0 Cr,"Mangal Sandesh, 17th Road, Khar West. Mumbai 52., Khar West, Mumbai - Western Mumbai, Maharashtra",8500sqft,,7 BHK
₹9.0 Cr,"202., Yogi Nagar, Mumbai - North Mumbai, Maharashtra",2100sqft,,4 BHK
₹11.50 Cr,"Near Union Park, Chembur, Mumbai, Maharashtra, India., Chembur, Mumbai - Harbour Line, Maharashtra",2400sqft,,5 BHK
₹3.50 Cr,"Colaba, Mumbai - South Mumbai, Maharashtra",1100sqft,,2 BHK
₹2.39 Cr,"Powai, Mumbai - Central Mumbai, Maharashtra",783sqft,,2 BHK
₹6.50 Cr,"Shastri Nagar, Mumbai., Phase D - Shastri Nagar, Mumbai - Western Mumbai, Maharashtra",1800sqft,,4 BHK
₹7.50 Cr,"Vivek Singh Ln, Cumballa Hill, Mumbai, Maharashtra, Cumballa Hill, Mumbai - South Mumbai, Maharashtra",1080sqft,,2 BHK
₹3.50 Cr,"Andheri East, Mumbai - Western Mumbai, Maharashtra",1200sqft,,4 BHK
₹3.50 Cr,"6, Eastern Express Hwy, Rahul Nagar, Everard Nagar, Chembur, Mumbai, Maharashtra, Sion, Mumbai - South Mumbai, Maharashtra",1200sqft,,4 BHK
₹12.60 Cr,"Jivraj Ramji Boricha Rd, Shastri Nagar, Adarsh Nagar, Lower Parel, Mumbai, Mahalakshmi, Mumbai - South Mumbai, Maharashtra",2148sqft,,4 BHK
₹75.0 Lac,"Majaswadi Inqulabnagar CHSLSarvodaya Nagar Jogeshwari East, Jogeshwari East, Mumbai - Western Mumbai, Maharashtra",269sqft,,1 BHK
₹3.35 Cr,"Epsilon tower next to Alpine tower, sarova complex, Kandivali East, Mumbai - Western Mumbai, Maharashtra",1005sqft,,3 BHK
₹6.44 Cr,"MG Road, Near SV Road, Kandivali West, Mumbai - Western Mumbai, Maharashtra",1788sqft,,4 BHK
₹1.60 Cr,"Shree Samarth Aura Central Mumbai suburbs is a RERA registered With all the basic amenities available, Shree Samarth Aura fits into your budget and your lifestyle.",805sqft,,3 BHK
₹10.0 Cr,"Upper Govind Nagar, Upper Govind Nagar, Mumbai - North Mumbai, Maharashtra",3312sqft,,5 BHK
₹1.55 Cr,"Giri Residency, J B Nagar, Andheri East, Mumbai - Western Mumbai, Maharashtra",460sqft,,7 BHK
₹1.45 Cr,"Lodha New Cuffe Parade Wadala, Mumbai Harbour, Wadala, Mumbai Harbour,",463sqft,,1 BHK
₹1.80 Cr,"Bhaudaji Road, Matunga East, Mumbai - South Mumbai, Maharashtra",450sqft,,1 BHK
₹1.67 Cr,"Bhandup West, Mumbai, Bhandup West, Mumbai - Central Mumbai, Maharashtra",805sqft,,3 BHK
₹2.56 Cr,"Borivali West, Borivali West, Mumbai - Western Mumbai, Maharashtra",776sqft,,2 BHK
₹5.06 Cr,"Jogeshwari Vikhroli Link Road, Mumbai - Western Mumbai, Maharashtra",1450sqft,,4 BHK
₹10.0 Cr,"Andheri West, Mumbai - Western Mumbai, Maharashtra",2885sqft,,5 BHK
₹85.0 Lac,"Thane-Kalyan-Dombivli, Mumbai, Maharashtra",900sqft,,3 BHK
₹1.25 Cr,"Acme Complex 2B, Goregaon West, Mumbai - Western Mumbai, Maharashtra",406sqft,,1 BHK
₹1.70 Cr,"Vile Parle East, Mumbai - Western Mumbai, Maharashtra",510sqft,,1 BHK
₹3.60 Cr,"Andheri East, Mumbai, Andheri East, Mumbai - Western Mumbai, Maharashtra",900sqft,,3 BHK
₹9.0 Cr,"Somaiya College, Ghatkopar East, Mumbai, Maharashtra, India., Ghatkopar East, Mumbai - Central Mumbai, Maharashtra",2800sqft,,4 BHK
₹3.10 Cr,"Thakur village, Kandivali East, Mumbai, Thakur Village, Mumbai - North Mumbai, Maharashtra",1076sqft,,3 BHK
₹2.89 Cr,"Yogi Nagar, Link Road, Borivali West, Borivali West, Mumbai - Western Mumbai, Maharashtra",1185sqft,,3 BHK
₹5.30 Cr,"Yogi hill, Mulund West, Mumbai - Central Mumbai, Maharashtra",2070sqft,,5 BHK
₹9.0 Cr,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",1535sqft,,4 BHK
₹6.20 Cr,"Chakala, Andheri East - Mumbai - 400093, Chakala, Mumbai - Western Mumbai, Maharashtra",1690sqft,,4 BHK
₹2.25 Cr,"1121., Lokhandwala Complex, Mumbai - Western Mumbai, Maharashtra",700sqft,,2 BHK
₹7.75 Cr,"Deonar, Mumbai, Deonar, Mumbai - Harbour Line, Maharashtra",1950sqft,,4 BHK
₹2.95 Cr,"Mulund West, Mulund West, Mumbai - Central Mumbai, Maharashtra",1578sqft,,4 BHK
₹2.47 Cr,"Thakur Complex, Kandivali East, Mumbai - Western Mumbai, Maharashtra",860sqft,,3 BHK
₹3.15 Cr,"Wadala East, Opp Imax Dome Mumbai, Bhakti Park, Mumbai - Harbour Line, Maharashtra",,,3 BHK
₹3.50 Cr,"Vasant Oscar Lbs Road Mulund West Mumbai Maharashtra 400082, Mulund West, Mumbai - Central Mumbai, Maharashtra",875sqft,,3 BHK
₹10.50 Cr,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",1715sqft,,5 BHK
₹5.99 Cr,"Mumbai, Sewri, Mumbai - South Mumbai, Maharashtra",1468sqft,,3 BHK
₹1.59 Cr,"Mulund West, Mumbai, Mulund West, Mumbai - Central Mumbai, Maharashtra",634sqft,,2 BHK
₹2.50 Cr,"Kandivali West, Mumbai - Western Mumbai, Maharashtra",832sqft,,3 BHK
₹1.40 Cr,"Malad East, Mumbai - Western Mumbai, Maharashtra",485sqft,,1 BHK
₹6.25 Cr,"Flat No.2402, Prabhadevi, Mumbai - South Mumbai, Maharashtra",1206sqft,,3 BHK
₹4.80 Cr,"parel, Parel, Mumbai - South Mumbai, Maharashtra",1200sqft,,3 BHK
₹6.25 Cr,"Mulund West, Mumbai, Mulund West, Mumbai - Central Mumbai, Maharashtra",2350sqft,,5 BHK
₹6.80 Cr,"Lower Floor Opp Oberoi Prisma, Andheri East, Mumbai - Western Mumbai, Maharashtra",1700sqft,,5 BHK
₹8.50 Cr,"Bandra West Mumbai, Bandra West, Mumbai - Western Mumbai, Maharashtra",1420sqft,,3 BHK
₹10.50 Cr,"Mumbai, Parel, Mumbai - South Mumbai, Maharashtra",2600sqft,,4 BHK
₹3.0 Cr,"Bhakti Park, Near Imax Big Cinema, Wadala, Bhakti Park, Mumbai - Harbour Line, Maharashtra",750sqft,,3 BHK
₹6.0 Cr,"16th Road, Bandra West, Mumbai, Bandra West, Mumbai - Western Mumbai, Maharashtra",1670sqft,,4 BHK
₹4.0 Cr,"Road No 5, Shivaji Park, Shivaji Park, Mumbai - Central Mumbai, Maharashtra",734sqft,,2 BHK
₹52.80 Cr,"Worli, Mumbai - South Mumbai, Maharashtra",6000sqft,,5 BHK
₹2.70 Cr,"Shred Vaastu Enclave, Near to Highway, Pump house, Rajmata jijabai road, Andheri east- 400069, Andheri East, Mumbai - Western Mumbai, Maharashtra",1100sqft,,3 BHK
₹1.60 Cr,"Gokuldham, Mumbai., Gokuldham, Mumbai - North Mumbai, Maharashtra",750sqft,,2 BHK
₹1.62 Cr,"Mira road., Mira Bhayandar Road, Mumbai - Central Mumbai, Maharashtra",948sqft,,3 BHK
₹3.18 Cr,"LBS Marg Mulund West, Mulund West, Mumbai - Central Mumbai, Maharashtra",1049sqft,,3 BHK
₹75.0 Lac,"Mumbai, Maharashtra",586sqft,,2 BHK
₹65.0 Cr,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra","64,000sqft",,5 BHK
₹1.78 Cr,"Gavanpada Road, Mulund East, Mulund East, Mumbai, Maharashtra, Neelam Nagar, Mumbai - Central Line, Maharashtra",809sqft,,2 BHK
₹2.06 Cr,"32 sham sadan, jay prakash nagar., Goregaon East, Mumbai - Western Mumbai, Maharashtra",655sqft,,2 BHK
₹4.0 Cr,"Mumbai Central, Mumbai, Mumbai Central, Mumbai - South Mumbai, Maharashtra",900sqft,,2 BHK
₹46.0 Lac,"Virar West, Mumbai - Mira Road and Beyond, Maharashtra",1400sqft,,3 BHK
₹1.10 Cr,"Shell Colony, Chembur, Mumbai, Maharashtra, 400089.",440sqft,,1 BHK
₹6.25 Cr,"Opposite Hard Rock Cafe, Pandurang Budhkar Marg, Worli, Mumbai, Maharashtra, Worli, Mumbai - South Mumbai, Maharashtra",1179sqft,,3 BHK
₹6.11 Cr,"ashford royale, mulund west, Sarvodaya Nagar, Mumbai - Central Line, Maharashtra",3200sqft,,5 BHK
₹7.89 Cr,"Malad East, Mumbai, Malad East, Mumbai - Western Mumbai, Maharashtra",4200sqft,,5 BHK
₹3.0 Cr,"Borivali West, Mumbai, Maharashtra, India., Chikoowadi, Mumbai - North Mumbai, Maharashtra",936sqft,,3 BHK
₹2.55 Cr,"Near Sai Baba Mandir, Borivali West, Borivali West, Mumbai - Western Mumbai, Maharashtra",850sqft,,3 BHK
₹2.15 Cr,"1st Kasturba road, Shamrao Vithal Co op bank, Borivali e, Mumbai - 66, Borivali East, Mumbai - Western Mumbai, Maharashtra",780sqft,,2 BHK
₹4.68 Cr,"Mulund West, Mumbai, Mulund West, Mumbai - Central Mumbai, Maharashtra",1734sqft,,4 BHK
₹3.38 Cr,"Chembur, Mumbai, Central Avenue Road, Mumbai - Harbour Line, Maharashtra",1150sqft,,3 BHK
₹3.75 Cr,"Girgaon, Mumbai - South Mumbai, Maharashtra",858sqft,,2 BHK
₹3.99 Cr,"Evershine Cosmic, Opp. Infiniti Mall, Off New Link Road, Andheri West, Mumbai-400 053., Andheri West, Mumbai - Western Mumbai, Maharashtra",1625sqft,,4 BHK
₹5.50 Cr,"Kandivali East, Mumbai, Ashok Nagar - Akurli Nagar, Mumbai - North Mumbai, Maharashtra",1486sqft,,4 BHK
₹9.0 Cr,"Raheja Imperia, Off Worli Naka, Lower Parel Division, Worli, Mumbai-400 013, Worli, Mumbai - South Mumbai, Maharashtra",1600sqft,,4 BHK
₹4.85 Cr,"Express Enclave Chakala Andheri East Mumbai Maharashtra 400093, Chakala, Mumbai - Western Mumbai, Maharashtra",1560sqft,,4 BHK
₹3.80 Cr,"At Union Park Bandra West, Bandra, Mumbai - Western Mumbai, Maharashtra",750sqft,,2 BHK
₹10.50 Cr,"kala Nagar bandra east, Bandra East, Mumbai - Western Mumbai, Maharashtra",1850sqft,,4 BHK
₹9.50 Cr,"Andheri West, Mumbai, Andheri West, Mumbai - Western Mumbai, Maharashtra",2300sqft,,4 BHK
₹7.55 Cr,"Borivali East, Mumbai, Borivali East, Mumbai - Western Mumbai, Maharashtra",2038sqft,,6 BHK
₹3.88 Cr,"Byculla, Mumbai South Mumbai, Maharashtra",883sqft,,2 BHK
₹1.90 Cr,"18., Mulund West, Mumbai - Central Mumbai, Maharashtra",850sqft,,3 BHK
₹4.85 Cr,Mulund West Central Mumbai Suburbs MUMBAI.,2000sqft,,4 BHK
₹4.25 Cr,"Azad Nagar - Goregaon East, Mumbai - North Mumbai, Maharashtra",1300sqft,,3 BHK
₹3.30 Cr,"Andheri West, Mumbai - Western Mumbai, Maharashtra",1300sqft,,3 BHK
₹14.0 Cr,"Bandra West, Mumbai - Western Mumbai, Maharashtra",1800sqft,,3 BHK
₹19.0 Cr,"Hiranandani garden Powai, Powai, Mumbai - Central Mumbai, Maharashtra",3200sqft,,5 BHK
₹9.96 Cr,"Sion East, Mumbai, Sion East, Mumbai - South Mumbai, Maharashtra",2491sqft,,5 BHK
₹7.60 Cr,near by mig cricket club kala Nagar Bandra East Mumbai,1113sqft,,3 BHK
₹2.85 Cr,"Western Express Hwy, Kandivali, Asha Nagar, Borivali E, Mumbai, Maharashtra 400066, Borivali East, Mumbai - Western Mumbai, Maharashtra",750sqft,,2 BHK
₹42.30 Cr,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",4969sqft,,4 BHK
₹1.0 Cr,"Dombivli, Mumbai, Maharashtra",836sqft,,3 BHK
₹11.50 Cr,"Santacruz West, Mumbai, Chembur, Mumbai - Harbour Line, Maharashtra",2258sqft,,4 BHK
₹7.93 Cr,"Plot No. CS No 612 To 615 At Ward FNorth, Matunga, Mumbai, Maharashtra, Kings Circle, Mumbai - Central Mumbai, Maharashtra",1653sqft,,5 BHK
₹30.0 Cr,"Belvedere Court, Arthur Rd, RTO Colony, Mumbai Central, Mumbai, Maharashtra 400011., Mahalakshmi, Mumbai - South Mumbai, Maharashtra",6000sqft,,6 BHK
₹8.70 Cr,"Andheri West, Mumbai, Lokhandwala Complex, Mumbai - Western Mumbai, Maharashtra",1875sqft,,5 BHK
₹59.5 Lac,"Mount Bliss Shivaji Maharaj Nagar Bhandup West Mumbai Maharashtra 400078, Bhandup West, Mumbai - Central Mumbai, Maharashtra",350sqft,,1 BHK
₹40.5 Lac,"Vasai East, Mumbai, Vasai East, Mumbai - Mira Road and Beyond, Maharashtra",464sqft,,1 BHK
₹13.74 Cr,"Bandra East, Mumbai - Western Mumbai, Maharashtra",2197sqft,,5 BHK
₹49.5 Lac,"Ghatkopar East, Ghatkopar East, Mumbai - Central Mumbai, Maharashtra",232sqft,,1 BHK
₹6.30 Cr,"Goregaon East, Mumbai, Gokuldham, Mumbai - North Mumbai, Maharashtra",1750sqft,,4 BHK
₹7.60 Cr,"Island City Center Bombay Dyeing One ICC GD Ambekar Marg Dadar East Mumbai Maharashtra 400014 India, Dadar East, Mumbai - South Mumbai, Maharashtra",2100sqft,,4 BHK
₹1.70 Cr,"Powai, Mumbai, Hiranandani Gardens, Mumbai - Central Mumbai, Maharashtra",566sqft,,2 BHK
₹9.0 Cr,"Goregaon West, Mumbai - Western Mumbai, Maharashtra",1600sqft,,4 BHK
₹29.0 Cr,"Andheri West, Mumbai, Andheri West, Mumbai - Western Mumbai, Maharashtra",3750sqft,,5 BHK
₹2.0 Cr,"DLH Udaaka SV Road Goregaon West Mumbai Mahahrastra 400104, Goregaon West, Mumbai - Western Mumbai, Maharashtra",775sqft,,2 BHK
₹9.0 Cr,"Chembur, Mumbai, Chembur, Mumbai - Harbour Line, Maharashtra",2500sqft,,5 BHK
₹85.0 Lac,"Andheri West, Mumbai, Lokhandwala Complex, Mumbai - Western Mumbai, Maharashtra",311sqft,,1 BHK
